,Loyalty Number,Salary,CLV,Salary_Was_Imputed,Male_Enc,Marital_Enc,Education_Enc,Card_Enc,Promo_Enroll,Tenure_At_Cutoff,Churn,Total_Flights,Total_Distance,Total_Points_Acc,Total_Points_Red,Active_Months,Max_Flights_Month,Total_Months,Avg_Flights_Month,Activity_Rate,Redemption_Ratio,Avg_Distance_Per_Flight,Months_Since_Last_Flight,Flights_Q1,Flights_Q2,Flights_Q3,Flights_Q4
6230,684386,72409.0,5380.9,0,0,1,2,1,0,63,0,13,22642,22642.0,935,7,3,12,1.0833333333333333,0.5833333333333334,0.041294938609663455,1741.6923076923076,0.0,6,2,0,5
6231,349767,86706.0,5382.76,0,1,1,2,1,0,9,0,13,19911,19911.0,0,5,5,12,1.0833333333333333,0.4166666666666667,0.0,1531.6153846153845,1.0,0,3,9,1
6232,148486,97100.0,5383.67,0,1,2,2,1,0,6,0,8,13436,13436.0,800,2,5,12,0.6666666666666666,0.16666666666666666,0.05954153021732658,1679.5,0.0,0,0,3,5
6233,180380,97100.0,5383.67,0,1,2,2,1,0,66,0,36,50788,50788.0,682,10,7,12,3.0,0.8333333333333334,0.013428368906040797,1410.7777777777778,0.0,4,7,14,11
6234,151399,75346.0,5384.53,0,0,1,2,1,0,62,0,22,37824,37824.0,0,7,6,12,1.8333333333333333,0.5833333333333334,0.0,1719.2727272727273,0.0,2,6,6,8
6235,208634,80767.0,5385.85,0,1,1,0,1,0,11,0,14,21537,21537.0,0,6,4,12,1.1666666666666667,0.5,0.0,1538.357142857143,1.0,1,3,7,3
6236,661487,80767.0,5385.85,0,1,1,0,1,0,7,0,17,27345,27345.0,1043,4,6,12,1.4166666666666667,0.3333333333333333,0.03814225635399525,1608.5294117647059,0.0,0,0,10,7
6237,892723,56578.0,5386.33,0,1,1,2,1,0,56,0,18,30467,30467.0,0,7,6,12,1.5,0.5833333333333334,0.0,1692.611111111111,0.0,3,9,2,4
6238,201292,103118.0,5387.41,0,0,1,2,1,0,21,0,33,48016,48016.0,0,10,5,12,2.75,0.8333333333333334,0.0,1455.030303030303,0.0,5,11,10,7
6239,257880,80516.0,5389.5,0,0,1,2,1,0,27,0,8,14654,14654.0,0,3,5,12,0.6666666666666666,0.25,0.0,1831.75,6.0,3,5,0,0
6240,478127,80516.0,5389.5,0,0,1,2,1,0,25,0,20,24053,24053.0,531,6,5,12,1.6666666666666667,0.5,0.02207624828503721,1202.65,0.0,1,10,2,7
6241,826697,80516.0,5389.5,0,0,1,2,1,0,17,1,2,1200,1200.0,0,1,2,12,0.16666666666666666,0.08333333333333333,0.0,600.0,9.0,2,0,0,0
6242,844222,80516.0,5389.5,0,1,1,2,1,0,10,1,9,9862,9862.0,530,4,3,12,0.75,0.3333333333333333,0.053741634556885014,1095.7777777777778,2.0,2,4,0,3
6244,136089,47595.0,5391.08,0,0,1,2,1,0,38,0,17,27612,27612.0,489,8,5,12,1.4166666666666667,0.6666666666666666,0.017709691438505,1624.235294117647,1.0,5,2,8,2
6246,179585,90849.0,5392.5,0,0,1,2,1,0,25,0,23,29403,29403.0,1634,8,4,12,1.9166666666666667,0.6666666666666666,0.055572560623065675,1278.391304347826,2.0,3,8,8,4
6248,876083,85892.0,5398.1,0,0,2,2,1,0,35,0,19,27418,27418.0,665,7,6,12,1.5833333333333333,0.5833333333333334,0.02425413961631045,1443.0526315789473,0.0,1,9,3,6
6249,982895,83997.0,5399.58,0,0,1,2,1,0,39,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6250,334574,51978.0,5403.55,0,0,1,2,1,0,63,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6252,969653,205898.0,5407.75,0,1,1,4,1,0,58,1,19,22499,22499.0,0,6,4,12,1.5833333333333333,0.5,0.0,1184.157894736842,1.0,7,2,4,6
6253,407478,46887.0,5408.89,0,0,0,2,1,0,59,1,8,12095,12095.0,0,4,3,12,0.6666666666666666,0.3333333333333333,0.0,1511.875,8.0,5,3,0,0
6255,702677,73510.0,5411.95,1,1,0,1,1,0,15,0,21,31995,31995.0,487,7,4,12,1.75,0.5833333333333334,0.015221128301297078,1523.5714285714287,0.0,5,6,4,6
6256,432215,73947.0,5414.9,0,0,1,2,1,0,62,0,19,22589,22589.0,705,6,6,12,1.5833333333333333,0.5,0.03120988091548984,1188.8947368421052,1.0,5,2,11,1
6257,330515,70872.0,5416.41,0,1,1,2,1,0,58,0,26,39664,39664.0,943,10,5,12,2.1666666666666665,0.8333333333333334,0.02377470754336426,1525.5384615384614,1.0,5,5,13,3
6258,664759,72078.0,5417.74,0,0,0,2,1,0,2,0,1,1032,1032.0,0,1,1,12,0.08333333333333333,0.08333333333333333,0.0,1032.0,0.0,0,0,0,1
6259,693238,74046.0,5418.15,0,1,2,2,1,0,44,0,13,17922,17922.0,1135,5,6,12,1.0833333333333333,0.4166666666666667,0.06332998549269055,1378.6153846153845,2.0,3,2,6,2
6260,233991,63411.0,5418.46,0,0,1,2,1,0,65,0,17,23648,23648.0,877,7,4,12,1.4166666666666667,0.5833333333333334,0.03708558863328823,1391.0588235294117,1.0,4,4,3,6
6261,142950,85717.0,5419.46,0,1,1,2,1,0,62,0,18,24719,24719.0,0,9,4,12,1.5,0.75,0.0,1373.2777777777778,0.0,3,5,5,5
6262,579283,85717.0,5419.46,0,1,1,2,1,0,1,0,1,2447,2447.0,505,1,1,12,0.08333333333333333,0.08333333333333333,0.20637515324887618,2447.0,0.0,0,0,0,1
6263,981201,50770.0,5421.52,0,0,2,2,1,0,23,0,20,40323,40323.0,456,8,5,12,1.6666666666666667,0.6666666666666666,0.011308682389703147,2016.15,1.0,6,6,6,2
6265,650957,81237.0,5424.26,0,0,1,2,1,0,42,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6266,448147,73510.0,5426.14,1,1,1,1,1,0,43,0,18,27896,27896.0,724,6,6,12,1.5,0.5,0.02595354172641239,1549.7777777777778,0.0,1,1,8,8
6267,194200,86467.0,5427.48,0,0,1,2,1,0,33,0,9,16876,16876.0,601,5,3,12,0.75,0.4166666666666667,0.03561270443232994,1875.111111111111,0.0,4,0,3,2
6268,776736,53587.0,5433.21,0,1,1,2,1,0,14,0,15,19602,19602.0,0,4,6,12,1.25,0.3333333333333333,0.0,1306.8,2.0,3,3,6,3
6269,741700,73510.0,5435.77,1,0,0,1,1,0,63,0,12,21956,21956.0,0,6,3,12,1.0,0.5,0.0,1829.6666666666667,0.0,4,0,2,6
6270,380526,48985.0,5437.91,0,1,1,2,1,0,31,0,15,21575,21575.0,593,4,5,12,1.25,0.3333333333333333,0.027485515643105446,1438.3333333333333,1.0,5,5,0,5
6272,394167,73510.0,5439.34,1,1,0,1,1,0,40,0,21,29951,29951.0,673,8,5,12,1.75,0.6666666666666666,0.022470034389502853,1426.2380952380952,1.0,6,5,5,5
6273,340467,82534.0,5439.36,0,0,0,2,1,0,59,0,22,36417,36417.0,0,9,6,12,1.8333333333333333,0.75,0.0,1655.3181818181818,1.0,5,4,8,5
6274,374440,76943.0,5439.8,0,0,1,2,1,0,33,0,22,33461,33461.0,0,9,4,12,1.8333333333333333,0.75,0.0,1520.9545454545455,0.0,4,7,3,8
6276,828959,94619.0,5441.42,0,0,1,2,1,0,30,0,14,22199,22199.0,577,6,3,12,1.1666666666666667,0.5,0.0259921618090905,1585.642857142857,0.0,3,5,3,3
6277,526765,62237.0,5443.76,0,0,1,2,1,0,9,0,17,19480,19480.0,0,7,5,12,1.4166666666666667,0.5833333333333334,0.0,1145.8823529411766,2.0,3,5,7,2
6278,545567,60802.0,5445.37,0,1,2,0,1,0,19,0,18,23620,23620.0,1051,9,4,12,1.5,0.75,0.04449618966977138,1312.2222222222222,0.0,1,7,3,7
6279,289516,72506.0,5447.84,0,0,0,2,1,0,61,0,13,17762,17762.0,0,5,4,12,1.0833333333333333,0.4166666666666667,0.0,1366.3076923076924,1.0,4,0,5,4
6280,686555,87804.0,5450.57,0,1,1,2,1,0,56,0,21,30033,30033.0,757,7,5,12,1.75,0.5833333333333334,0.025205607165451338,1430.142857142857,1.0,6,9,5,1
6281,491948,96716.0,5452.17,0,1,1,2,1,0,2,0,4,7072,7072.0,562,1,4,12,0.3333333333333333,0.08333333333333333,0.0794683257918552,1768.0,1.0,0,0,0,4
6282,914316,144697.0,5452.63,0,0,1,4,1,0,36,0,24,36133,36133.0,486,8,5,12,2.0,0.6666666666666666,0.013450308582182493,1505.5416666666667,0.0,1,9,7,7
6283,453135,56653.0,5453.71,0,1,0,2,1,0,51,1,25,42165,42165.0,954,7,6,12,2.0833333333333335,0.5833333333333334,0.022625400213447174,1686.6,0.0,1,10,11,3
6285,800357,54485.0,5453.86,0,1,1,2,1,0,38,0,29,34270,34270.0,1000,10,5,12,2.4166666666666665,0.8333333333333334,0.029180040852057193,1181.7241379310344,1.0,3,6,13,7
6286,901758,73510.0,5454.89,1,1,2,1,1,0,29,0,21,32151,32151.0,787,8,6,12,1.75,0.6666666666666666,0.024478243289477775,1531.0,1.0,3,5,8,5
6287,362855,101226.0,5457.34,0,1,1,2,1,0,14,0,27,36887,36887.0,0,7,5,12,2.25,0.5833333333333334,0.0,1366.1851851851852,0.0,4,9,11,3
6288,517729,65131.0,5460.32,0,0,1,2,1,0,9,0,9,13070,13070.0,0,5,2,12,0.75,0.4166666666666667,0.0,1452.2222222222222,0.0,4,0,3,2
6289,588657,65131.0,5460.32,0,0,1,2,1,0,34,0,16,23329,23329.0,430,7,4,12,1.3333333333333333,0.5833333333333334,0.01843199451326675,1458.0625,0.0,2,6,1,7
6290,275849,54979.0,5460.37,0,0,1,2,1,0,67,0,13,25131,25131.0,0,5,4,12,1.0833333333333333,0.4166666666666667,0.0,1933.1538461538462,0.0,4,5,0,4
6291,760975,64327.0,5463.91,0,1,1,2,1,0,29,0,4,6748,6748.0,500,3,2,12,0.3333333333333333,0.25,0.07409602845287493,1687.0,3.0,0,1,3,0
6292,908728,64327.0,5463.91,0,0,1,2,1,0,55,0,16,18314,18314.0,427,8,3,12,1.3333333333333333,0.6666666666666666,0.023315496341596593,1144.625,0.0,4,3,4,5
6293,332082,71730.0,5465.6,0,0,1,2,1,0,32,0,21,33292,33292.0,393,7,5,12,1.75,0.5833333333333334,0.011804637750811005,1585.3333333333333,3.0,11,2,8,0
6294,738332,81006.0,5469.54,0,1,1,2,1,0,16,0,29,46492,46492.0,0,10,6,12,2.4166666666666665,0.8333333333333334,0.0,1603.1724137931035,0.0,3,3,15,8
6295,886764,71792.0,5470.06,0,1,1,2,1,0,1,0,4,2208,2208.0,0,1,4,12,0.3333333333333333,0.08333333333333333,0.0,552.0,0.0,0,0,0,4
6296,915439,71792.0,5470.06,0,0,1,2,1,0,30,0,23,29923,29923.0,432,7,6,12,1.9166666666666667,0.5833333333333334,0.014437055108110818,1301.0,0.0,6,5,7,5
6297,993058,71792.0,5470.06,0,0,1,2,1,0,10,0,13,18907,18907.0,1092,6,3,12,1.0833333333333333,0.5,0.05775638652350981,1454.3846153846155,0.0,0,5,1,7
6298,200960,50134.0,5470.18,0,0,1,2,1,0,39,0,21,27047,27047.0,1630,8,5,12,1.75,0.6666666666666666,0.06026546382223537,1287.952380952381,1.0,3,7,7,4
6299,744860,50134.0,5470.18,0,0,1,2,1,0,31,1,22,42151,42151.0,389,8,5,12,1.8333333333333333,0.6666666666666666,0.009228725297145975,1915.9545454545455,0.0,5,9,5,3
6301,441155,96485.0,5475.34,0,0,1,2,1,0,43,0,9,10029,10029.0,673,4,3,12,0.75,0.3333333333333333,0.06710539435636653,1114.3333333333333,1.0,0,6,0,3
6302,680581,70117.0,5476.53,0,0,1,2,1,0,66,0,18,36329,36329.0,0,7,5,12,1.5,0.5833333333333334,0.0,2018.2777777777778,0.0,2,4,3,9
6303,114219,72888.0,5479.56,0,0,1,2,1,0,65,0,7,9495,9495.0,535,5,2,12,0.5833333333333334,0.4166666666666667,0.05634544497103739,1356.4285714285713,2.0,3,0,3,1
6304,606712,72888.0,5479.56,0,0,1,2,1,0,38,1,23,28077,28077.0,610,8,5,12,1.9166666666666667,0.6666666666666666,0.021725967874060618,1220.7391304347825,0.0,5,3,7,8
6305,793125,72888.0,5479.56,0,0,1,2,1,0,3,0,3,4554,4554.0,0,1,3,12,0.25,0.08333333333333333,0.0,1518.0,1.0,0,0,0,3
6306,997008,72888.0,5479.56,0,0,1,2,1,0,62,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6307,132337,74825.0,5480.1,0,0,0,2,1,0,47,0,14,19030,19030.0,0,5,5,12,1.1666666666666667,0.4166666666666667,0.0,1359.2857142857142,0.0,4,0,9,1
6308,280796,66259.0,5480.7,0,1,2,2,1,0,43,0,27,34964,34964.0,1112,8,5,12,2.25,0.6666666666666666,0.031804141402585515,1294.962962962963,0.0,6,5,7,9
6309,564909,83711.0,5481.5,0,0,1,2,1,0,27,0,21,30042,30042.0,923,7,6,12,1.75,0.5833333333333334,0.030723653551694294,1430.5714285714287,0.0,0,6,7,8
6310,210770,89953.0,5482.55,0,0,1,2,1,0,25,0,13,23853,23853.0,0,7,5,12,1.0833333333333333,0.5833333333333334,0.0,1834.8461538461538,0.0,1,3,3,6
6311,741842,66746.0,5484.59,0,1,1,2,1,0,65,0,9,13768,13768.0,1062,4,3,12,0.75,0.3333333333333333,0.07713538640325392,1529.7777777777778,2.0,3,0,4,2
6312,928188,68114.0,5490.78,0,1,1,2,1,0,62,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6314,336143,50613.0,5495.18,0,0,2,2,1,0,58,0,19,30700,30700.0,0,7,4,12,1.5833333333333333,0.5833333333333334,0.0,1615.7894736842106,0.0,7,1,3,8
6315,801176,52489.0,5497.66,0,0,1,2,1,0,33,0,18,29379,29379.0,493,8,3,12,1.5,0.6666666666666666,0.01678069369277375,1632.1666666666667,1.0,7,5,4,2
6316,379281,76300.0,5498.75,0,0,1,2,1,0,4,0,2,3623,3623.0,0,2,1,12,0.16666666666666666,0.16666666666666666,0.0,1811.5,1.0,0,0,0,2
6317,104739,65565.0,5498.94,0,0,1,0,1,0,49,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6318,682707,65565.0,5498.94,0,0,1,0,1,0,8,0,8,15194,15194.0,366,3,4,12,0.6666666666666666,0.25,0.02408845596946163,1899.25,3.0,0,2,6,0
6319,924634,65565.0,5498.94,0,1,1,0,1,0,22,0,23,36077,36077.0,1672,6,7,12,1.9166666666666667,0.5,0.04634531696094465,1568.5652173913043,0.0,4,5,9,5
6320,750955,96863.0,5499.45,0,1,1,2,1,0,44,0,18,17915,17915.0,0,5,5,12,1.5,0.4166666666666667,0.0,995.2777777777778,1.0,8,3,4,3
6322,870203,73510.0,5502.73,1,0,1,1,1,0,12,0,24,29513,29513.0,916,8,5,12,2.0,0.6666666666666666,0.031037170060651237,1229.7083333333333,0.0,2,5,8,9
6323,967035,88134.0,5503.44,0,0,1,2,1,0,54,0,23,37683,37683.0,423,7,5,12,1.9166666666666667,0.5833333333333334,0.011225220921901122,1638.391304347826,0.0,5,6,5,7
6324,359446,73510.0,5504.14,1,1,1,1,1,0,41,0,22,34956,34956.0,0,7,5,12,1.8333333333333333,0.5833333333333334,0.0,1588.909090909091,0.0,5,3,5,9
6325,576871,73510.0,5504.14,1,1,1,1,1,0,13,0,14,18458,18458.0,389,7,4,12,1.1666666666666667,0.5833333333333334,0.021074872683931087,1318.4285714285713,0.0,1,2,8,3
6326,821010,94934.0,5505.06,0,1,1,2,1,0,46,0,29,48231,48231.0,943,10,6,12,2.4166666666666665,0.8333333333333334,0.0195517405817835,1663.1379310344828,0.0,8,8,8,5
6327,966949,94934.0,5505.06,0,1,1,2,1,0,52,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6328,720465,88120.0,5505.17,0,0,1,3,1,0,59,0,19,32060,32060.0,539,7,5,12,1.5833333333333333,0.5833333333333334,0.016812227074235808,1687.3684210526317,0.0,2,4,7,6
6329,122946,101984.0,5505.69,0,1,1,2,1,0,11,0,14,19091,19091.0,0,7,4,12,1.1666666666666667,0.5833333333333334,0.0,1363.642857142857,0.0,4,5,0,5
6330,474752,73510.0,5507.06,1,1,1,1,1,0,38,0,17,25033,25033.0,435,7,5,12,1.4166666666666667,0.5833333333333334,0.01737706227779331,1472.5294117647059,0.0,6,5,5,1
6331,888297,86759.0,5507.16,0,0,0,2,1,0,38,0,15,20202,20202.0,0,6,5,12,1.25,0.5,0.0,1346.8,0.0,1,1,6,7
6332,286989,41779.0,5507.24,0,0,1,0,1,0,37,0,19,30687,30687.0,0,7,5,12,1.5833333333333333,0.5833333333333334,0.0,1615.1052631578948,1.0,4,8,4,3
6336,830223,89735.0,5511.49,0,1,0,2,1,0,54,0,27,32270,32270.0,0,9,4,12,2.25,0.75,0.0,1195.1851851851852,3.0,7,10,10,0
6337,908994,89735.0,5511.49,0,0,0,2,1,0,35,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6338,525188,87493.0,5515.25,0,1,2,2,1,0,48,0,20,32064,32064.0,867,7,4,12,1.6666666666666667,0.5833333333333334,0.027039670658682635,1603.2,2.0,4,8,5,3
6340,197578,76248.0,5517.2,0,0,1,2,1,0,63,0,13,15081,15081.0,880,5,3,12,1.0833333333333333,0.4166666666666667,0.058351568198395334,1160.076923076923,2.0,3,6,1,3
6341,604039,68791.0,5519.08,0,1,2,2,1,0,59,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6342,820454,68791.0,5519.08,0,1,2,2,1,0,41,0,22,29369,29369.0,699,8,4,12,1.8333333333333333,0.6666666666666666,0.023800606081242126,1334.9545454545455,0.0,3,4,9,6
6343,472695,73510.0,5521.54,1,0,0,1,1,0,40,0,11,10101,10101.0,0,5,3,12,0.9166666666666666,0.4166666666666667,0.0,918.2727272727273,1.0,1,3,1,6
6344,644390,73510.0,5521.54,1,1,0,1,1,0,66,0,24,31110,31110.0,0,9,4,12,2.0,0.75,0.0,1296.25,0.0,8,9,4,3
6345,878388,94551.0,5522.52,0,0,1,2,1,0,51,0,22,28474,28474.0,0,9,4,12,1.8333333333333333,0.75,0.0,1294.2727272727273,0.0,5,6,1,10
6347,138908,83393.0,5524.31,0,0,1,2,1,0,50,0,23,40884,40884.0,0,10,5,12,1.9166666666666667,0.8333333333333334,0.0,1777.5652173913043,0.0,5,5,9,4
6348,841957,83393.0,5524.31,0,1,1,2,1,0,37,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6349,597023,79336.0,5525.47,0,0,1,2,1,0,48,0,23,32131,32131.0,0,10,5,12,1.9166666666666667,0.8333333333333334,0.0,1397.0,0.0,4,8,6,5
6350,226847,85643.0,5525.84,0,0,1,2,1,0,61,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6351,199493,73510.0,5527.99,1,0,1,1,1,0,60,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6352,618379,73510.0,5528.08,1,1,1,1,1,0,67,0,28,41850,41850.0,0,8,5,12,2.3333333333333335,0.6666666666666666,0.0,1494.642857142857,0.0,1,4,10,13
6354,254860,58314.0,5528.21,0,1,0,2,1,0,36,0,10,9352,9352.0,0,4,5,12,0.8333333333333334,0.3333333333333333,0.0,935.2,0.0,1,3,0,6
6355,405418,58314.0,5528.21,0,0,0,2,1,0,39,0,14,21438,21438.0,523,5,4,12,1.1666666666666667,0.4166666666666667,0.02439593245638586,1531.2857142857142,1.0,9,3,0,2
6356,936440,58314.0,5528.21,0,0,0,2,1,0,4,0,6,11637,11637.0,0,2,3,12,0.5,0.16666666666666666,0.0,1939.5,1.0,0,0,0,6
6357,404233,51779.0,5528.66,0,1,1,0,1,0,38,0,20,26483,26483.0,334,5,6,12,1.6666666666666667,0.4166666666666667,0.012611864214779292,1324.15,0.0,3,10,3,4
6360,159942,52192.0,5532.63,0,0,2,2,1,0,64,1,10,12944,12944.0,364,4,3,12,0.8333333333333334,0.3333333333333333,0.02812113720642769,1294.4,8.0,8,2,0,0
6361,671639,98651.0,5532.75,0,1,1,2,1,0,8,0,14,25659,25659.0,0,4,6,12,1.1666666666666667,0.3333333333333333,0.0,1832.7857142857142,1.0,0,0,11,3
6362,873498,75642.0,5532.86,0,1,1,2,1,0,56,0,10,18473,18473.0,512,5,4,12,0.8333333333333334,0.4166666666666667,0.027716126238293726,1847.3,3.0,2,1,7,0
6363,263612,48913.0,5533.23,0,0,1,2,1,0,12,1,20,34802,34802.0,452,6,6,12,1.6666666666666667,0.5,0.012987759324176772,1740.1,4.0,3,10,7,0
6364,230240,124154.0,5534.57,0,0,2,4,1,0,58,0,20,27489,27489.0,586,5,6,12,1.6666666666666667,0.4166666666666667,0.02131761795627342,1374.45,0.0,3,2,11,4
6365,319012,91870.0,5534.82,0,1,0,2,1,0,5,0,7,12383,12383.0,0,2,4,12,0.5833333333333334,0.16666666666666666,0.0,1769.0,1.0,0,0,0,7
6366,205371,90979.0,5539.35,0,0,1,2,1,0,16,0,18,21754,21754.0,0,7,5,12,1.5,0.5833333333333334,0.0,1208.5555555555557,2.0,1,4,9,4
6367,618886,78925.0,5543.8,0,1,0,2,1,0,54,0,14,22978,22978.0,366,5,5,12,1.1666666666666667,0.4166666666666667,0.015928279223605186,1641.2857142857142,0.0,2,3,6,3
6368,140674,90168.0,5544.91,0,0,1,2,1,0,41,0,10,15384,15384.0,469,6,3,12,0.8333333333333334,0.5,0.03048621944877795,1538.4,1.0,4,1,4,1
6369,731238,90168.0,5544.91,0,1,1,2,1,0,25,0,8,13876,13876.0,847,5,2,12,0.6666666666666666,0.4166666666666667,0.061040645719227446,1734.5,0.0,4,1,2,1
6370,233768,81518.0,5548.03,0,1,2,2,1,0,24,0,12,16148,16148.0,548,4,5,12,1.0,0.3333333333333333,0.0339360911567996,1345.6666666666667,0.0,3,6,0,3
6372,721364,81518.0,5548.03,0,1,2,2,1,0,60,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6374,950393,81518.0,5548.03,0,0,2,2,1,0,5,0,8,13642,13642.0,0,3,4,12,0.6666666666666666,0.25,0.0,1705.25,0.0,0,0,4,4
6375,773973,77435.0,5550.15,0,1,1,2,1,0,22,0,14,15301,15301.0,680,6,5,12,1.1666666666666667,0.5,0.044441539768642575,1092.9285714285713,0.0,1,2,3,8
6376,301784,73523.0,5551.39,0,0,1,2,1,0,44,0,26,48947,48947.0,1134,9,5,12,2.1666666666666665,0.75,0.023167916317649702,1882.576923076923,0.0,3,11,6,6
6377,792898,58921.0,5551.4,0,1,2,2,1,0,22,0,8,12484,12484.0,1390,3,4,12,0.6666666666666666,0.25,0.11134251842358218,1560.5,2.0,3,1,0,4
6378,441442,57526.0,5552.33,0,1,1,2,1,0,66,0,21,28684,28684.0,961,9,6,12,1.75,0.75,0.033502998187142655,1365.904761904762,0.0,6,9,2,4
6381,229621,70678.0,5554.83,0,0,1,2,1,0,8,0,16,18638,18638.0,446,5,6,12,1.3333333333333333,0.4166666666666667,0.0239296061809207,1164.875,1.0,0,4,11,1
6382,159751,69742.0,5555.49,0,1,1,2,1,0,43,0,27,47378,47378.0,0,6,6,12,2.25,0.5,0.0,1754.7407407407406,0.0,5,5,9,8
6383,618731,86067.0,5555.83,0,0,0,2,1,0,20,0,20,25824,25824.0,717,7,6,12,1.6666666666666667,0.5833333333333334,0.027764869888475836,1291.2,1.0,3,1,9,7
6384,635162,86067.0,5555.83,0,0,0,2,1,0,68,0,18,29924,29924.0,0,8,5,12,1.5,0.6666666666666666,0.0,1662.4444444444443,0.0,7,1,7,3
6385,321795,103197.0,5556.28,0,1,1,2,1,0,57,0,13,15796,15796.0,478,7,4,12,1.0833333333333333,0.5833333333333334,0.03026082552544948,1215.076923076923,0.0,5,2,0,6
6386,336809,93064.0,5557.93,0,0,1,2,1,0,66,0,24,35098,35098.0,697,8,6,12,2.0,0.6666666666666666,0.01985868140634794,1462.4166666666667,1.0,7,7,9,1
6387,835009,93064.0,5557.93,0,1,1,2,1,0,55,0,20,28472,28472.0,431,8,4,12,1.6666666666666667,0.6666666666666666,0.015137679123349256,1423.6,1.0,7,6,1,6
6388,663062,73510.0,5560.28,1,0,1,1,1,0,32,0,15,17752,17752.0,532,4,4,12,1.25,0.3333333333333333,0.02996845425867508,1183.4666666666667,0.0,0,0,8,7
6389,739820,75555.0,5562.46,0,0,1,2,1,0,63,0,21,41836,41836.0,1015,8,4,12,1.75,0.6666666666666666,0.024261401663638972,1992.1904761904761,0.0,4,6,4,7
6390,254371,57809.0,5563.77,0,1,2,2,1,0,45,0,20,39242,39242.0,0,8,5,12,1.6666666666666667,0.6666666666666666,0.0,1962.1,2.0,8,6,2,4
6391,218545,68372.0,5564.74,0,1,1,2,1,0,40,0,14,28651,28651.0,0,6,5,12,1.1666666666666667,0.5,0.0,2046.5,0.0,3,5,5,1
6392,572015,65938.0,5564.96,0,1,1,2,1,0,44,0,16,18950,18950.0,470,7,3,12,1.3333333333333333,0.5833333333333334,0.024802110817941952,1184.375,1.0,5,4,3,4
6393,699962,69584.0,5568.66,0,1,1,2,1,0,67,0,21,26225,26225.0,0,7,4,12,1.75,0.5833333333333334,0.0,1248.8095238095239,3.0,4,8,9,0
6394,603050,73510.0,5568.95,1,0,0,1,1,0,10,1,10,12821,12821.0,1219,5,3,12,0.8333333333333334,0.4166666666666667,0.09507838702129319,1282.1,2.0,0,1,8,1
6395,947711,73510.0,5568.95,1,1,0,1,1,0,13,0,18,22424,22424.0,413,9,4,12,1.5,0.75,0.018417766678558687,1245.7777777777778,0.0,7,7,1,3
6396,170321,71419.0,5568.98,0,0,1,2,1,0,44,0,15,19771,19771.0,1135,5,5,12,1.25,0.4166666666666667,0.057407313742349905,1318.0666666666666,2.0,5,0,9,1
6397,154958,57844.0,5575.2,0,0,1,0,1,0,55,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6398,278054,60775.0,5577.67,0,0,1,4,1,0,63,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6399,895921,83268.0,5577.94,0,1,0,2,1,0,67,0,22,38711,38711.0,1299,8,6,12,1.8333333333333333,0.6666666666666666,0.033556353491255714,1759.590909090909,1.0,1,5,13,3
6400,386607,74263.0,5580.82,0,1,1,2,1,0,54,0,18,22422,22422.0,0,7,5,12,1.5,0.5833333333333334,0.0,1245.6666666666667,0.0,4,2,4,8
6401,618089,74263.0,5580.82,0,1,1,2,1,0,1,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6402,218122,55617.0,5583.83,0,0,1,2,1,0,50,0,28,39824,39824.0,522,9,5,12,2.3333333333333335,0.75,0.013107673764564082,1422.2857142857142,1.0,5,7,10,6
6403,498932,73510.0,5585.31,1,0,0,1,1,0,41,0,18,14750,14750.0,1484,6,5,12,1.5,0.5,0.10061016949152542,819.4444444444445,0.0,3,4,4,7
6404,533302,73510.0,5585.31,1,1,0,1,1,0,64,0,20,31710,31710.0,1165,7,5,12,1.6666666666666667,0.5833333333333334,0.03673919899085462,1585.5,0.0,3,10,5,2
6405,255740,100809.0,5586.89,0,1,1,2,1,0,4,0,12,20718,20718.0,476,4,4,12,1.0,0.3333333333333333,0.022975190655468675,1726.5,0.0,0,0,2,10
